"Player","EH_ID","API ID","Season","Team","Position","Catches","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","GA","SA","FA","xGA","Sv%","FSv%","xFSv%","dFSv%","GSAA","GSAx"
"Kari Lehtonen","KARI.LEHTONEN","8470140","17-18","DAL","G","L",1983-11-16,33,2002,1,2,37,1944.3,82.27,938.31,1310.43,75.4,91.23,93.72,94.25,-0.52,0.03,-6.87
"Karri Ramo","KARRI.RAMO","8471403","07-08","T.B","G","L",1986-07-01,21,2004,6,191,22,1268.72,64.51,634.37,873.6,51.6,89.83,92.62,94.09,-1.48,-6.76,-12.91
"Karri Ramo","KARRI.RAMO","8471403","08-09","T.B","G","L",1986-07-01,22,2004,6,191,24,1311.9,82.09,791.25,1090.52,67.76,89.63,92.47,93.79,-1.31,-9.69,-14.33
"Karri Ramo","KARRI.RAMO","8471403","13-14","CGY","G","L",1986-07-01,27,2004,6,191,40,2193.77,96.43,1089.82,1538.3,96.32,91.15,93.73,93.74,-0.01,-2.72,-0.11
"Karri Ramo","KARRI.RAMO","8471403","14-15","CGY","G","L",1986-07-01,28,2004,6,191,34,1731.78,76.01,855.67,1192.5,73.49,91.12,93.63,93.84,-0.21,-3.04,-2.52
"Karri Ramo","KARRI.RAMO","8471403","15-16","CGY","G","L",1986-07-01,29,2004,6,191,37,2144.63,93.47,1033.31,1446.31,89.26,90.95,93.54,93.83,-0.29,-5.44,-4.21
"Kasimir Kaskisuo","KASIMIR.KASKISUO","8479288","19-20","TOR","G","L",1993-10-02,25,2012,NA,NA,1,60,5.88,39.97,47.57,3.43,85.29,87.64,92.79,-5.15,-2.27,-2.45
"Kasimir Kaskisuo","KASIMIR.KASKISUO","8479288","20-21","NSH","G","L",1993-10-02,26,2012,NA,NA,1,15.37,0,3.31,6.65,0.35,100,100,94.74,5.26,0.3,0.35
"Keith Kinkaid","KEITH.KINKAID","8476234","12-13","N.J","G","L",1989-07-04,23,2007,NA,NA,1,25.75,1.07,15.11,15.19,1.12,92.92,92.96,92.63,0.33,0.26,0.05
"Keith Kinkaid","KEITH.KINKAID","8476234","14-15","N.J","G","L",1989-07-04,25,2007,NA,NA,19,925.43,39.43,468.87,627.36,38.71,91.59,93.71,93.83,-0.11,0.55,-0.72
"Keith Kinkaid","KEITH.KINKAID","8476234","15-16","N.J","G","L",1989-07-04,26,2007,NA,NA,23,1240.75,57.84,607.76,839.39,50.36,90.48,93.11,94,-0.89,-6.06,-7.48
"Keith Kinkaid","KEITH.KINKAID","8476234","16-17","N.J","G","L",1989-07-04,27,2007,NA,NA,26,1476.08,65.69,790.17,1067.16,68.49,91.69,93.84,93.58,0.26,2.63,2.8
"Keith Kinkaid","KEITH.KINKAID","8476234","17-18","N.J","G","L",1989-07-04,28,2007,NA,NA,41,2297.57,104.59,1204.34,1700.71,102.49,91.32,93.85,93.97,-0.12,1.04,-2.1
"Keith Kinkaid","KEITH.KINKAID","8476234","18-19","N.J","G","L",1989-07-04,29,2007,NA,NA,41,2301.97,129.03,1197.77,1704.96,104.09,89.23,92.43,93.89,-1.46,-21.05,-24.94
"Keith Kinkaid","KEITH.KINKAID","8476234","19-20","MTL","G","L",1989-07-04,30,2007,NA,NA,6,339.98,23.54,192.72,268.44,14.24,87.79,91.23,94.7,-3.46,-6.13,-9.3
"Keith Kinkaid","KEITH.KINKAID","8476234","20-21","NYR","G","L",1989-07-04,31,2007,NA,NA,9,485.88,20.75,203.69,287.96,16.67,89.81,92.79,94.21,-1.42,-2.01,-4.08
"Keith Kinkaid","KEITH.KINKAID","8476234","21-22","NYR","G","L",1989-07-04,32,2007,NA,NA,1,60,1.88,30.68,41.52,2.18,93.87,95.47,94.75,0.72,0.97,0.3
"Ken Appleby","KEN.APPLEBY","8478965","17-18","N.J","G","L",1995-04-10,22,2013,NA,NA,3,124.33,3.31,58.75,83.47,5.3,94.37,96.03,93.65,2.38,1.84,1.99
"Kent Simpson","KENT.SIMPSON","8475720","13-14","CHI","G","L",1992-03-26,21,2010,2,58,1,20,1.98,7.73,14.42,0.55,74.39,86.27,96.19,-9.92,-1.31,-1.43
"Kevin Boyle","KEVIN.BOYLE","8479294","18-19","ANA","G","L",1992-05-30,26,2010,NA,NA,5,276.85,10.12,146.33,212.2,11.71,93.08,95.23,94.48,0.75,3.07,1.59
"Kevin Lankinen","KEVIN.LANKINEN","8480947","20-21","CHI","G","L",1995-04-28,25,2013,NA,NA,37,2174.82,109.43,1213.51,1570.93,104.44,90.98,93.03,93.35,-0.32,2.25,-4.99
"Kevin Lankinen","KEVIN.LANKINEN","8480947","21-22","CHI","G","L",1995-04-28,26,2013,NA,NA,32,1815.58,104.94,980.6,1311.38,80.66,89.3,92,93.85,-1.85,-13.93,-24.28
"Kevin Poulin","KEVIN.POULIN","8474690","10-11","NYI","G","L",1990-04-12,20,2008,5,126,10,491.32,20.53,265.21,354.11,23.07,92.26,94.2,93.49,0.72,2.6,2.54
"Kevin Poulin","KEVIN.POULIN","8474690","11-12","NYI","G","L",1990-04-12,21,2008,5,126,6,296.3,15.25,169.54,219.8,15.54,91.01,93.06,92.93,0.13,-0.58,0.29
"Kevin Poulin","KEVIN.POULIN","8474690","12-13","NYI","G","L",1990-04-12,22,2008,5,126,5,257.62,13.3,124.46,179.75,11.83,89.31,92.6,93.42,-0.82,-2.34,-1.47
"Kevin Poulin","KEVIN.POULIN","8474690","13-14","NYI","G","L",1990-04-12,23,2008,5,126,28,1625.32,88.82,833.69,1187.24,73.12,89.35,92.52,93.84,-1.32,-17.13,-15.7
"Kevin Poulin","KEVIN.POULIN","8474690","14-15","NYI","G","L",1990-04-12,24,2008,5,126,1,65,2.74,23.66,30.05,1.95,88.42,90.88,93.51,-2.63,-0.72,-0.79
"Kevin Weekes","KEVIN.WEEKES","8459463","07-08","N.J","G","L",1975-04-04,32,1993,2,41,9,343.42,16.08,156.48,222.87,14.19,89.72,92.79,93.63,-0.85,-1.83,-1.89
"Kevin Weekes","KEVIN.WEEKES","8459463","08-09","N.J","G","L",1975-04-04,33,1993,2,41,16,794.62,32.74,400.81,521.17,31.14,91.83,93.72,94.02,-0.31,3.94,-1.6
"Kristers Gudlevskis","KRISTERS.GUDLEVSKIS","8477356","13-14","T.B","G","L",1992-07-31,21,2013,5,124,1,59.78,2.02,37.76,48.54,2.49,94.65,95.84,94.87,0.97,1.23,0.47
"Kristers Gudlevskis","KRISTERS.GUDLEVSKIS","8477356","15-16","T.B","G","L",1992-07-31,23,2013,5,124,1,59.95,1.03,30.81,42.28,2.29,96.66,97.56,94.58,2.98,1.59,1.26
"Kristers Gudlevskis","KRISTERS.GUDLEVSKIS","8477356","16-17","T.B","G","L",1992-07-31,24,2013,5,124,1,11.45,0,3.31,6.65,0.23,100,100,96.54,3.46,0.29,0.23
"Landon Bow","LANDON.BOW","8479016","18-19","DAL","G","L",1995-08-24,23,2013,NA,NA,2,58.25,0.99,20.92,28.71,1.21,95.27,96.55,95.79,0.77,0.9,0.22
"Laurent Brossoit","LAURENT.BROSSOIT","8476316","14-15","EDM","G","L",1993-03-23,21,2011,6,164,1,59.6,2.07,51.94,71.33,6.72,96.01,97.1,90.58,6.52,2.36,4.65
"Laurent Brossoit","LAURENT.BROSSOIT","8476316","15-16","EDM","G","L",1993-03-23,22,2011,6,164,5,299.52,18.16,150.97,233.11,15.44,87.97,92.21,93.38,-1.17,-5.3,-2.72
"Laurent Brossoit","LAURENT.BROSSOIT","8476316","16-17","EDM","G","L",1993-03-23,23,2011,6,164,8,332.45,10.77,152.02,211.39,14.28,92.92,94.91,93.24,1.66,2.37,3.51
"Laurent Brossoit","LAURENT.BROSSOIT","8476316","17-18","EDM","G","L",1993-03-23,24,2011,6,164,14,740.23,41.3,353.2,478.66,31.98,88.31,91.37,93.32,-1.95,-10.32,-9.32
"Laurent Brossoit","LAURENT.BROSSOIT","8476316","18-19","WPG","G","L",1993-03-23,25,2011,6,164,21,1165.28,48.17,645.59,887.93,59.06,92.54,94.58,93.35,1.23,10.03,10.89
"Laurent Brossoit","LAURENT.BROSSOIT","8476316","19-20","WPG","G","L",1993-03-23,26,2011,6,164,19,987.88,54.1,525.7,738.59,50.65,89.71,92.68,93.14,-0.47,-6.59,-3.45
"Laurent Brossoit","LAURENT.BROSSOIT","8476316","20-21","WPG","G","L",1993-03-23,27,2011,6,164,14,744.12,29.77,373.68,505.71,30.74,92.03,94.11,93.92,0.19,4.62,0.97
"Laurent Brossoit","LAURENT.BROSSOIT","8476316","21-22","VGK","G","L",1993-03-23,28,2011,6,164,24,1281.43,61.89,585.81,837.48,59.84,89.44,92.61,92.85,-0.24,-7.52,-2.05
"Leland Irving","LELAND.IRVING","8473414","11-12","CGY","G","L",1988-04-11,23,2006,1,26,7,394.42,20.07,233.16,311.38,18.46,91.39,93.55,94.07,-0.52,0.11,-1.61
"Leland Irving","LELAND.IRVING","8473414","12-13","CGY","G","L",1988-04-11,24,2006,1,26,6,270.07,14.87,126.67,167.24,10.88,88.26,91.11,93.49,-2.39,-3.72,-3.99
"Linus Ullmark","LINUS.ULLMARK","8476999","15-16","BUF","G","L",1993-07-31,22,2012,6,163,20,1130.67,49.26,571.16,795.08,43.52,91.38,93.8,94.53,-0.72,-0.6,-5.74
"Linus Ullmark","LINUS.ULLMARK","8476999","16-17","BUF","G","L",1993-07-31,23,2012,6,163,1,58.73,2.82,34.57,40.98,2.75,91.84,93.12,93.29,-0.17,0.17,-0.07
"Linus Ullmark","LINUS.ULLMARK","8476999","17-18","BUF","G","L",1993-07-31,24,2012,6,163,5,240.3,8.41,128.86,184.02,8.89,93.47,95.43,95.17,0.26,2.9,0.48
"Linus Ullmark","LINUS.ULLMARK","8476999","18-19","BUF","G","L",1993-07-31,25,2012,6,163,37,2102.1,109.54,1147.42,1500.36,92.14,90.45,92.7,93.86,-1.16,-6.1,-17.4
"Linus Ullmark","LINUS.ULLMARK","8476999","19-20","BUF","G","L",1993-07-31,26,2012,6,163,34,2026.08,90.47,1067.39,1423.52,85.66,91.52,93.64,93.98,-0.34,5.98,-4.81
"Linus Ullmark","LINUS.ULLMARK","8476999","20-21","BUF","G","L",1993-07-31,27,2012,6,163,20,1117.08,49.01,590.66,814.96,47.11,91.7,93.99,94.22,-0.23,5.35,-1.9
"Linus Ullmark","LINUS.ULLMARK","8476999","21-22","BOS","G","L",1993-07-31,28,2012,6,163,41,2330.43,94.23,1125.97,1531.86,91.69,91.63,93.85,94.01,-0.17,10.27,-2.54
"Logan Thompson","LOGAN.THOMPSON","8480313","20-21","VGK","G","R",1997-02-25,23,2015,NA,NA,1,8.25,0,2.21,3.33,0.15,100,100,95.5,4.5,0.2,0.15
"Logan Thompson","LOGAN.THOMPSON","8480313","21-22","VGK","G","R",1997-02-25,24,2015,NA,NA,19,1097.73,48.24,562.24,763.76,50.44,91.42,93.68,93.4,0.29,3.94,2.2
"Louis Domingue","LOUIS.DOMINGUE","8475839","14-15","ARI","G","R",1992-03-06,22,2010,5,138,7,307.75,14.06,168.47,247.27,15.46,91.65,94.31,93.75,0.57,0.3,1.4
"Louis Domingue","LOUIS.DOMINGUE","8475839","15-16","ARI","G","R",1992-03-06,23,2010,5,138,39,2206.07,102.44,1166.62,1682.23,97.25,91.22,93.91,94.22,-0.31,-3.05,-5.19
"Louis Domingue","LOUIS.DOMINGUE","8475839","16-17","ARI","G","R",1992-03-06,24,2010,5,138,31,1598.68,80.41,897.09,1277.39,77.81,91.04,93.71,93.91,-0.2,-2.86,-2.6
"Louis Domingue","LOUIS.DOMINGUE","8475839","17-18","ARI/T.B","G","R",1992-03-06,25,2010,5,138,19,1073.77,60.07,573.25,781.69,52.49,89.52,92.32,93.29,-0.97,-9.79,-7.58
"Louis Domingue","LOUIS.DOMINGUE","8475839","18-19","T.B","G","R",1992-03-06,26,2010,5,138,26,1560.62,73.06,784.71,1051.52,64.94,90.69,93.05,93.82,-0.77,-2.32,-8.12
"Louis Domingue","LOUIS.DOMINGUE","8475839","19-20","N.J/VAN","G","R",1992-03-06,27,2010,5,138,17,802.31,50.52,438.91,612.29,37.94,88.49,91.75,93.8,-2.05,-10.87,-12.58
"Louis Domingue","LOUIS.DOMINGUE","8475839","20-21","CGY","G","R",1992-03-06,28,2010,5,138,1,57.7,2.92,24.25,33.69,1.61,87.96,91.33,95.22,-3.89,-0.69,-1.31
"Louis Domingue","LOUIS.DOMINGUE","8475839","21-22","PIT","G","R",1992-03-06,29,2010,5,138,2,118.75,3.87,82.97,98.4,7.12,95.34,96.07,92.76,3.3,3.83,3.25
"Lukas Dostal","LUKAS.DOSTAL","8480843","21-22","ANA","G","L",2000-06-22,21,2018,3,85,4,201.45,9.99,110.89,150.4,8.75,90.99,93.36,94.18,-0.82,0.3,-1.24
"Mackenzie Blackwood","MACKENZIE.BLACKWOOD","8478406","18-19","N.J","G","L",1996-12-09,21,2015,2,42,23,1263.87,54.75,674.19,933.61,54.32,91.88,94.14,94.18,-0.05,6.02,-0.43
"Mackenzie Blackwood","MACKENZIE.BLACKWOOD","8478406","19-20","N.J","G","L",1996-12-09,22,2015,2,42,47,2684.02,124.74,1458.76,2000.09,124.2,91.45,93.76,93.79,-0.03,7.08,-0.54
"Mackenzie Blackwood","MACKENZIE.BLACKWOOD","8478406","20-21","N.J","G","L",1996-12-09,23,2015,2,42,35,2090.62,107.63,1089.02,1466.11,95.01,90.12,92.66,93.52,-0.86,-7.41,-12.62
"Mackenzie Blackwood","MACKENZIE.BLACKWOOD","8478406","21-22","N.J","G","L",1996-12-09,24,2015,2,42,25,1399.05,79.08,742.7,1030.85,64.51,89.35,92.33,93.74,-1.41,-10.15,-14.57
"Mackenzie Skapski","MACKENZIE.SKAPSKI","8477084","14-15","NYR","G","L",1994-06-15,20,2013,6,170,2,119.08,0.94,41.59,53.25,3.5,97.74,98.23,93.43,4.81,2.6,2.56
"Mads Sogaard","MADS.SOGAARD","8481544","21-22","OTT","G","L",2000-12-13,20,2019,2,37,2,117.3,6.31,54.94,73.71,5.92,88.51,91.44,91.97,-0.53,-1.22,-0.39
"Magnus Hellberg","MAGNUS.HELLBERG","8476433","13-14","NSH","G","L",1991-04-04,22,2011,2,38,1,12.2,1.18,4.8,7.21,0.17,75.42,83.63,97.64,-14.01,-0.77,-1.01
"Magnus Hellberg","MAGNUS.HELLBERG","8476433","15-16","NYR","G","L",1991-04-04,24,2011,2,38,1,20,2.25,7.18,10.8,0.99,68.66,79.17,90.83,-11.67,-1.64,-1.26
"Magnus Hellberg","MAGNUS.HELLBERG","8476433","16-17","NYR","G","L",1991-04-04,25,2011,2,38,2,78.52,2.07,28.76,43.16,3,92.8,95.2,93.05,2.15,0.41,0.93
"Magnus Hellberg","MAGNUS.HELLBERG","8476433","21-22","DET","G","L",1991-04-04,30,2011,2,38,1,60,2.81,21.35,28.74,2.01,86.84,90.22,93.01,-2.78,-0.83,-0.8
"Malcolm Subban","MALCOLM.SUBBAN","8476876","14-15","BOS","G","L",1993-12-21,20,2012,1,24,1,31.25,2.85,5.69,13.53,0.69,49.91,78.94,94.9,-15.96,-2.36,-2.16
"Malcolm Subban","MALCOLM.SUBBAN","8476876","16-17","BOS","G","L",1993-12-21,22,2012,1,24,1,30.6,3.31,17.12,24.58,1.54,80.67,86.53,93.73,-7.2,-1.83,-1.77
"Malcolm Subban","MALCOLM.SUBBAN","8476876","17-18","VGK","G","L",1993-12-21,23,2012,1,24,22,1230.18,54.16,606.33,859.01,55.51,91.07,93.7,93.54,0.16,-0.98,1.35
"Malcolm Subban","MALCOLM.SUBBAN","8476876","18-19","VGK","G","L",1993-12-21,24,2012,1,24,21,1226.78,59.26,618.35,813.38,50.4,90.42,92.71,93.8,-1.09,-3.52,-8.86
"Malcolm Subban","MALCOLM.SUBBAN","8476876","19-20","CHI/VGK","G","L",1993-12-21,25,2012,1,24,21,1134.25,59.3,536.2,739.49,52.54,88.94,91.98,92.9,-0.91,-10.84,-6.76
"Malcolm Subban","MALCOLM.SUBBAN","8476876","20-21","CHI","G","L",1993-12-21,26,2012,1,24,16,881.28,48.03,486.84,643.65,43.71,90.13,92.54,93.21,-0.67,-3.23,-4.32
"Malcolm Subban","MALCOLM.SUBBAN","8476876","21-22","BUF","G","L",1993-12-21,27,2012,1,24,4,210.47,17.11,140.33,179.86,10.92,87.81,90.49,93.93,-3.44,-4.09,-6.19
"Manny Fernandez","MANNY.FERNANDEZ","8458988","07-08","BOS","G","L",1974-08-27,33,1992,3,52,4,244.12,15.22,94.27,144.75,9.57,83.85,89.49,93.39,-3.9,-6.64,-5.65
"Manny Fernandez","MANNY.FERNANDEZ","8458988","08-09","BOS","G","L",1974-08-27,34,1992,3,52,28,1644.07,70.59,780.8,1047.96,71.63,90.96,93.26,93.16,0.1,0.85,1.04
"Manny Legace","MANNY.LEGACE","8459308","07-08","STL","G","L",1973-02-04,34,1993,8,188,66,3665.68,148.08,1651.57,2386.67,145.69,91.03,93.8,93.9,-0.1,2.28,-2.39
"Manny Legace","MANNY.LEGACE","8459308","08-09","STL","G","L",1973-02-04,35,1993,8,188,29,1452.32,78.12,676.48,947.83,51.03,88.45,91.76,94.62,-2.86,-16.23,-27.09
"Manny Legace","MANNY.LEGACE","8459308","09-10","CAR","G","L",1973-02-04,36,1993,8,188,28,1472.03,70.24,751.89,1107.49,71.9,90.66,93.66,93.51,0.15,-3.54,1.66
"Marc Denis","MARC.DENIS","8462055","07-08","T.B","G","L",1977-08-01,30,1995,1,25,10,414.93,27.62,206.7,282.8,21.09,86.64,90.23,92.54,-2.31,-8.8,-6.53
"Marc Denis","MARC.DENIS","8462055","08-09","MTL","G","L",1977-08-01,31,1995,1,25,1,20,0.99,7.45,9.55,0.59,86.71,89.63,93.82,-4.19,-0.31,-0.4
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","07-08","PIT","G","L",1984-11-28,22,2003,1,1,35,1857.43,72.77,907.54,1302.27,76.69,91.98,94.41,94.11,0.3,9.86,3.92
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","08-09","PIT","G","L",1984-11-28,23,2003,1,1,62,3641.52,161.62,1829.44,2522.05,152.6,91.17,93.59,93.95,-0.36,5.77,-9.02
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","09-10","PIT","G","L",1984-11-28,24,2003,1,1,66,3733.28,165.43,1723.8,2479.55,153.24,90.4,93.33,93.82,-0.49,-12.5,-12.19
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","10-11","PIT","G","L",1984-11-28,25,2003,1,1,65,3695.17,142.55,1733.58,2335.94,144.53,91.78,93.9,93.81,0.08,8.67,1.98
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","11-12","PIT","G","L",1984-11-28,26,2003,1,1,67,3896.22,154.07,1749.88,2426.19,155.36,91.2,93.65,93.6,0.05,-2.63,1.29
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","12-13","PIT","G","L",1984-11-28,27,2003,1,1,33,1857.75,73.82,869.83,1223.95,72.15,91.51,93.97,94.11,-0.14,2.8,-1.67
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","13-14","PIT","G","L",1984-11-28,28,2003,1,1,64,3792.42,149.45,1766.49,2505.32,144.69,91.54,94.03,94.22,-0.19,2.45,-4.76
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","14-15","PIT","G","L",1984-11-28,29,2003,1,1,64,3776.98,147.56,1827.21,2461.09,160.09,91.92,94,93.5,0.51,8.25,12.53
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","15-16","PIT","G","L",1984-11-28,30,2003,1,1,58,3462.55,132.91,1662.82,2283.92,136.02,92.01,94.18,94.04,0.14,8.76,3.11
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","16-17","PIT","G","L",1984-11-28,31,2003,1,1,38,2125.25,106.59,1193.15,1561.38,110.58,91.07,93.17,92.92,0.26,-3.44,3.99
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","17-18","VGK","G","L",1984-11-28,32,2003,1,1,46,2673.4,100.14,1362.18,1890.92,114.44,92.65,94.7,93.95,0.76,19.34,14.3
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","18-19","VGK","G","L",1984-11-28,33,2003,1,1,61,3635.13,152.3,1736.78,2364.23,159.05,91.23,93.56,93.27,0.29,4.27,6.75
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","19-20","VGK","G","L",1984-11-28,34,2003,1,1,49,2880.1,135.36,1406.55,1908.44,121.33,90.38,92.91,93.64,-0.74,-8.26,-14.03
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","20-21","VGK","G","L",1984-11-28,35,2003,1,1,36,2146.6,70.31,967.94,1313.78,90.18,92.74,94.65,93.14,1.51,18.77,19.87
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","21-22","CHI/MIN","G","L",1984-11-28,36,2003,1,1,56,3284.87,161.08,1745.08,2356.77,148.48,90.77,93.17,93.7,-0.53,0.88,-12.6
"Marcus Hogberg","MARCUS.HOGBERG","8477405","18-19","OTT","G","L",1994-11-25,23,2013,3,78,4,205.5,14.64,127.97,183.29,11.1,88.56,92.01,93.94,-1.93,-3.1,-3.54
"Marcus Hogberg","MARCUS.HOGBERG","8477405","19-20","OTT","G","L",1994-11-25,24,2013,3,78,24,1344.55,71.48,757.29,1057.97,66.74,90.56,93.24,93.69,-0.45,-3.06,-4.74
"Marcus Hogberg","MARCUS.HOGBERG","8477405","20-21","OTT","G","L",1994-11-25,25,2013,3,78,14,641.85,39.51,331.54,455.84,27.91,88.08,91.33,93.88,-2.54,-9,-11.6
"Marek Langhamer","MAREK.LANGHAMER","8476986","16-17","ARI","G","L",1994-07-22,22,2012,7,184,1,15.52,0.97,7.82,10.65,0.65,87.6,90.89,93.9,-3,-0.29,-0.32
"Marek Langhamer","MAREK.LANGHAMER","8476986","17-18","ARI","G","L",1994-07-22,23,2012,7,184,1,28.88,0,11.74,23.82,0.81,100,100,96.6,3.4,1.03,0.81
"Marek Mazanec","MAREK.MAZANEC","8476992","13-14","NSH","G","R",1991-07-18,22,2012,6,179,25,1369.43,64.42,662.41,975.62,54.1,90.27,93.4,94.45,-1.06,-7.46,-10.32
"Marek Mazanec","MAREK.MAZANEC","8476992","14-15","NSH","G","R",1991-07-18,23,2012,6,179,2,105.73,3.92,49.36,61.75,4,92.06,93.65,93.52,0.13,0.29,0.08
"Marek Mazanec","MAREK.MAZANEC","8476992","16-17","NSH","G","R",1991-07-18,25,2012,6,179,4,177.58,13.78,92.16,134.62,8.2,85.05,89.76,93.91,-4.15,-5.81,-5.58
"Marek Schwarz","MAREK.SCHWARZ","8471230","07-08","STL","G","R",1986-04-01,21,2004,1,17,2,49.63,5.9,17.71,22.97,1.74,66.69,74.31,92.42,-18.11,-4.28,-4.16
"Marek Schwarz","MAREK.SCHWARZ","8471230","08-09","STL","G","R",1986-04-01,22,2004,1,17,2,15.38,0,4.7,6.59,0.38,100,100,94.23,5.77,0.43,0.38
"Mark Dekanich","MARK.DEKANICH","8473532","10-11","NSH","G","L",1986-05-10,24,2006,5,146,1,49.98,3.33,29.9,34.83,2.07,88.86,90.44,94.06,-3.62,-0.72,-1.26
"Mark Visentin","MARK.VISENTIN","8475771","13-14","ARI","G","L",1992-08-07,21,2010,1,27,1,58.82,3.22,35.85,41.61,1.9,91.02,92.26,95.43,-3.17,-0.14,-1.32
"Martin Biron","MARTIN.BIRON","8462047","07-08","PHI","G","L",1977-08-15,30,1995,1,16,62,3536.83,152.65,1862.83,2531.39,153.32,91.81,93.97,93.94,0.03,16.95,0.67
"Martin Biron","MARTIN.BIRON","8462047","08-09","PHI","G","L",1977-08-15,31,1995,1,16,55,3176.52,146.68,1718.01,2384.13,153.76,91.46,93.85,93.55,0.3,10.51,7.08
"Martin Biron","MARTIN.BIRON","8462047","09-10","NYI","G","L",1977-08-15,32,1995,1,16,29,1615.12,86.73,869.62,1188.1,79.97,90.03,92.7,93.27,-0.57,-9.59,-6.76
"Martin Biron","MARTIN.BIRON","8462047","10-11","NYR","G","L",1977-08-15,33,1995,1,16,17,927.5,33.38,428.75,588.55,39.97,92.21,94.33,93.21,1.12,4.02,6.59
"Martin Biron","MARTIN.BIRON","8462047","11-12","NYR","G","L",1977-08-15,34,1995,1,16,21,1220.02,49.51,520.77,715.8,49.32,90.49,93.08,93.11,-0.03,-4.44,-0.19
"Martin Biron","MARTIN.BIRON","8462047","12-13","NYR","G","L",1977-08-15,35,1995,1,16,6,335.7,12.92,158.41,236.2,16.83,91.84,94.53,92.87,1.66,1.03,3.91
"Martin Biron","MARTIN.BIRON","8462047","13-14","NYR","G","L",1977-08-15,36,1995,1,16,2,70.63,8.81,40.03,56.08,4.02,77.99,84.29,92.83,-8.54,-5.37,-4.79
"Martin Brodeur","MARTIN.BRODEUR","8455710","07-08","N.J","G","L",1972-05-06,35,1990,1,20,77,4635.05,168.23,2095.3,2805.58,172.15,91.97,94,93.86,0.14,22.53,3.92
"Martin Brodeur","MARTIN.BRODEUR","8455710","08-09","N.J","G","L",1972-05-06,36,1990,1,20,31,1813.58,72.32,853.2,1115.89,70.07,91.52,93.52,93.72,-0.2,5.75,-2.25
"Martin Brodeur","MARTIN.BRODEUR","8455710","09-10","N.J","G","L",1972-05-06,37,1990,1,20,77,4499.02,167.9,1992.81,2636.7,162.35,91.57,93.63,93.84,-0.21,8.89,-5.55
"Martin Brodeur","MARTIN.BRODEUR","8455710","10-11","N.J","G","L",1972-05-06,38,1990,1,20,56,3116.1,128.23,1326.03,1777.72,106.07,90.33,92.79,94.03,-1.25,-12.55,-22.16
"Martin Brodeur","MARTIN.BRODEUR","8455710","11-12","N.J","G","L",1972-05-06,39,1990,1,20,59,3392.48,137.57,1471.58,1931.6,121.48,90.65,92.88,93.71,-0.83,-10.21,-16.09
"Martin Brodeur","MARTIN.BRODEUR","8455710","12-13","N.J","G","L",1972-05-06,40,1990,1,20,29,1757.35,66.31,660.02,877.19,56.16,89.95,92.44,93.6,-1.16,-8.17,-10.15
"Martin Brodeur","MARTIN.BRODEUR","8455710","13-14","N.J","G","L",1972-05-06,41,1990,1,20,39,2296.82,95.84,974.77,1289.81,79.71,90.17,92.57,93.82,-1.25,-12.03,-16.13
"Martin Brodeur","MARTIN.BRODEUR","8455710","14-15","STL","G","L",1972-05-06,42,1990,1,20,7,355.72,16.1,165.2,215.49,13.85,90.25,92.53,93.57,-1.04,-2.02,-2.25
"Martin Gerber","MARTIN.GERBER","8469675","07-08","OTT","G","L",1974-09-03,33,2001,8,232,57,3197.12,145.03,1598.82,2150.29,149.87,90.93,93.26,93.03,0.23,0.53,4.84
"Martin Gerber","MARTIN.GERBER","8469675","08-09","OTT/TOR","G","L",1974-09-03,34,2001,8,232,26,1544.67,79.29,807.93,1154.58,71.17,90.19,93.13,93.84,-0.7,-5.36,-8.12
"Martin Gerber","MARTIN.GERBER","8469675","10-11","EDM","G","L",1974-09-03,36,2001,8,232,3,185,4.02,96.03,128.51,10.76,95.81,96.87,91.63,5.24,4.35,6.74
"Martin Jones","MARTIN.JONES","8474889","13-14","L.A","G","L",1990-01-10,23,2008,NA,NA,19,1094.67,31.86,484.5,679.69,44.22,93.42,95.31,93.49,1.82,9.8,12.36
"Martin Jones","MARTIN.JONES","8474889","14-15","L.A","G","L",1990-01-10,24,2008,NA,NA,15,775.37,28.97,305.91,446.15,28.55,90.53,93.51,93.6,-0.09,-2.89,-0.42
"Martin Jones","MARTIN.JONES","8474889","15-16","S.J","G","L",1990-01-10,25,2008,NA,NA,65,3785.87,143.53,1718.53,2411.84,149.3,91.65,94.05,93.81,0.24,2.89,5.77
