"Player","EH_ID","API ID","Season","Team","Position","Catches","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI_EV","TOI_SH","FA_EV","FA_SH","EVD_GAR","SHD_GAR","Take_GAR","Draw_GAR","GAR","WAR","SPAR"
"Kevin Lankinen","KEVIN.LANKINEN","8480947","20-21","CHI","G","L",1995-04-28,25,2013,NA,NA,37,1813,145.3,1294,187,9,-4.6,0.1,-0.2,4.3,0.8,1.4
"Kevin Lankinen","KEVIN.LANKINEN","8480947","21-22","CHI","G","L",1995-04-28,26,2013,NA,NA,32,1522.8,130,1075,176,-12.4,-3.7,0.1,0.2,-15.9,-2.8,-5.3
"Kevin Poulin","KEVIN.POULIN","8474690","10-11","NYI","G","L",1990-04-12,20,2008,5,126,10,491.3,25.7,312,25,4.1,0.3,0,0.3,4.7,0.8,1.6
"Kevin Poulin","KEVIN.POULIN","8474690","11-12","NYI","G","L",1990-04-12,21,2008,5,126,6,296.3,25.4,176,26,1,0.2,0,0.1,1.3,0.2,0.4
"Kevin Poulin","KEVIN.POULIN","8474690","12-13","NYI","G","L",1990-04-12,22,2008,5,126,5,257.6,18.9,139,32,0.5,-0.1,0,0.1,0.5,0.1,0.2
"Kevin Poulin","KEVIN.POULIN","8474690","13-14","NYI","G","L",1990-04-12,23,2008,5,126,28,1625.3,132.2,971,169,-9.3,-0.9,0.1,0.5,-9.6,-1.8,-3.4
"Kevin Poulin","KEVIN.POULIN","8474690","14-15","NYI","G","L",1990-04-12,24,2008,5,126,1,65,6,29,3,0.1,0,0,0.2,0.3,0.1,0.1
"Kevin Weekes","KEVIN.WEEKES","8459463","07-08","N.J","G","L",1975-04-04,32,1993,2,41,9,343.4,45,163,59,-0.6,-0.5,-0.1,0.1,-1.2,-0.2,-0.4
"Kevin Weekes","KEVIN.WEEKES","8459463","08-09","N.J","G","L",1975-04-04,33,1993,2,41,16,794.6,84.2,416,90,4.1,-1.2,0.1,-0.2,2.8,0.5,1
"Kristers Gudlevskis","KRISTERS.GUDLEVSKIS","8477356","13-14","T.B","G","L",1992-07-31,21,2013,5,124,1,59.8,4.9,33,8,0.3,0,0,0,0.3,0.1,0.1
"Kristers Gudlevskis","KRISTERS.GUDLEVSKIS","8477356","15-16","T.B","G","L",1992-07-31,23,2013,5,124,1,60,6,35,7,0.3,0,0,0,0.3,0.1,0.1
"Kristers Gudlevskis","KRISTERS.GUDLEVSKIS","8477356","16-17","T.B","G","L",1992-07-31,24,2013,5,124,1,11.4,0,6,0,0,0,0,0,0,0,0
"Landon Bow","LANDON.BOW","8479016","18-19","DAL","G","L",1995-08-24,23,2013,NA,NA,2,58.2,3.1,25,1,0.2,0,0,0,0.2,0,0.1
"Laurent Brossoit","LAURENT.BROSSOIT","8476316","14-15","EDM","G","L",1993-03-23,21,2011,6,164,1,59.6,5,63,5,1.4,0,0,0,1.4,0.3,0.5
"Laurent Brossoit","LAURENT.BROSSOIT","8476316","15-16","EDM","G","L",1993-03-23,22,2011,6,164,5,299.5,26.1,183,28,-2.2,0.3,0,-0.1,-2,-0.4,-0.7
"Laurent Brossoit","LAURENT.BROSSOIT","8476316","16-17","EDM","G","L",1993-03-23,23,2011,6,164,8,332.4,22.9,173,32,2.9,0.8,0,-0.1,3.6,0.7,1.3
"Laurent Brossoit","LAURENT.BROSSOIT","8476316","17-18","EDM","G","L",1993-03-23,24,2011,6,164,14,740.2,68,377,69,-1.2,-4.4,0,-0.1,-5.7,-1.1,-2.1
"Laurent Brossoit","LAURENT.BROSSOIT","8476316","18-19","WPG","G","L",1993-03-23,25,2011,6,164,21,1165.3,91.3,714,133,16.1,0.9,0.1,-0.1,17,3.2,6
"Laurent Brossoit","LAURENT.BROSSOIT","8476316","19-20","WPG","G","L",1993-03-23,26,2011,6,164,19,987.9,61.8,608,86,1.5,-3.7,0,0.2,-1.9,-0.3,-0.6
"Laurent Brossoit","LAURENT.BROSSOIT","8476316","20-21","WPG","G","L",1993-03-23,27,2011,6,164,14,621,51.4,399,75,3.7,2.6,0,-0.1,6.3,1.1,2.1
"Laurent Brossoit","LAURENT.BROSSOIT","8476316","21-22","VGK","G","L",1993-03-23,28,2011,6,164,24,1067,99.8,684,122,5.1,-2.8,0.1,-0.2,2.2,0.4,0.7
"Leland Irving","LELAND.IRVING","8473414","11-12","CGY","G","L",1988-04-11,23,2006,1,26,7,394.4,36.9,262,51,-2.1,1.4,0,0.2,-0.4,-0.1,-0.1
"Leland Irving","LELAND.IRVING","8473414","12-13","CGY","G","L",1988-04-11,24,2006,1,26,6,270.1,29.1,130,36,-1.3,-0.1,0,-0.1,-1.5,-0.3,-0.5
"Linus Ullmark","LINUS.ULLMARK","8476999","15-16","BUF","G","L",1993-07-31,22,2012,6,163,20,1130.7,50.5,682,70,0.5,-1,0.1,0,-0.4,-0.1,-0.1
"Linus Ullmark","LINUS.ULLMARK","8476999","16-17","BUF","G","L",1993-07-31,23,2012,6,163,1,58.7,6,33,7,0.2,0,0,0,0.2,0,0.1
"Linus Ullmark","LINUS.ULLMARK","8476999","17-18","BUF","G","L",1993-07-31,24,2012,6,163,5,240.3,10.6,160,11,3.3,0,0,0,3.3,0.6,1.2
"Linus Ullmark","LINUS.ULLMARK","8476999","18-19","BUF","G","L",1993-07-31,25,2012,6,163,37,2102.1,141.5,1274,163,-1.9,-1,0.1,0.1,-2.7,-0.5,-0.9
"Linus Ullmark","LINUS.ULLMARK","8476999","19-20","BUF","G","L",1993-07-31,26,2012,6,163,34,2026.1,161.7,1129,205,8.5,-3.9,-0.1,0.1,4.7,0.8,1.6
"Linus Ullmark","LINUS.ULLMARK","8476999","20-21","BUF","G","L",1993-07-31,27,2012,6,163,20,946,74.7,674,107,11.3,-1.1,0.1,-0.1,10.1,1.8,3.4
"Linus Ullmark","LINUS.ULLMARK","8476999","21-22","BOS","G","L",1993-07-31,28,2012,6,163,41,1895.3,207.6,1204,255,5,3.6,0,-0.3,8.2,1.4,2.8
"Logan Thompson","LOGAN.THOMPSON","8480313","20-21","VGK","G","R",1997-02-25,23,2015,NA,NA,1,6.2,0,3,0,0,0,0,0,0,0,0
"Logan Thompson","LOGAN.THOMPSON","8480313","21-22","VGK","G","R",1997-02-25,24,2015,NA,NA,19,951.8,56.8,665,78,8.8,-0.2,0.1,0.1,8.7,1.5,2.9
"Louis Domingue","LOUIS.DOMINGUE","8475839","14-15","ARI","G","R",1992-03-06,22,2010,5,138,7,307.8,25,191,33,-0.1,0.7,0,-0.1,0.5,0.1,0.2
"Louis Domingue","LOUIS.DOMINGUE","8475839","15-16","ARI","G","R",1992-03-06,23,2010,5,138,39,2206.1,208.5,1326,262,5,-2.4,0.1,0.1,2.8,0.5,1
"Louis Domingue","LOUIS.DOMINGUE","8475839","16-17","ARI","G","R",1992-03-06,24,2010,5,138,31,1598.7,141.6,1029,189,6.4,-3.3,0.1,-0.3,2.9,0.6,1.1
"Louis Domingue","LOUIS.DOMINGUE","8475839","17-18","ARI/T.B","G","R",1992-03-06,25,2010,5,138,19,1073.8,89.1,626,131,0.2,-0.5,-0.1,0.1,-0.3,-0.1,-0.1
"Louis Domingue","LOUIS.DOMINGUE","8475839","18-19","T.B","G","R",1992-03-06,26,2010,5,138,26,1560.6,136.2,853,156,-1.3,0.4,-0.2,0.2,-0.9,-0.2,-0.3
"Louis Domingue","LOUIS.DOMINGUE","8475839","19-20","N.J/VAN","G","R",1992-03-06,27,2010,5,138,17,802.3,72.7,493,84,-9.3,1.1,0,-0.1,-8.3,-1.5,-2.8
"Louis Domingue","LOUIS.DOMINGUE","8475839","20-21","CGY","G","R",1992-03-06,28,2010,5,138,1,49.2,4.2,32,0,-0.3,0,0,0,-0.3,-0.1,-0.1
"Louis Domingue","LOUIS.DOMINGUE","8475839","21-22","PIT","G","R",1992-03-06,29,2010,5,138,2,98.9,13.9,79,19,1.9,0.5,0,0,2.4,0.4,0.8
"Lukas Dostal","LUKAS.DOSTAL","8480843","21-22","ANA","G","L",2000-06-22,21,2018,3,85,4,171,16.9,123,20,0.6,-0.5,0,0,0.1,0,0
"Mackenzie Blackwood","MACKENZIE.BLACKWOOD","8478406","18-19","N.J","G","L",1996-12-09,21,2015,2,42,23,1263.9,106.9,757,122,6.6,2.6,0.1,0.1,9.4,1.7,3.3
"Mackenzie Blackwood","MACKENZIE.BLACKWOOD","8478406","19-20","N.J","G","L",1996-12-09,22,2015,2,42,47,2684,218.4,1669,233,15,-0.3,0.1,-0.1,14.8,2.6,5.1
"Mackenzie Blackwood","MACKENZIE.BLACKWOOD","8478406","20-21","N.J","G","L",1996-12-09,23,2015,2,42,35,1762.4,149.2,1201,186,3,-1,0.1,-0.2,1.9,0.3,0.6
"Mackenzie Blackwood","MACKENZIE.BLACKWOOD","8478406","21-22","N.J","G","L",1996-12-09,24,2015,2,42,25,1189.9,101.6,876,98,-6.6,1.3,0.1,0,-5.3,-0.9,-1.8
"Mackenzie Skapski","MACKENZIE.SKAPSKI","8477084","14-15","NYR","G","L",1994-06-15,20,2013,6,170,2,119.1,10,46,10,0.6,0.1,0,0,0.7,0.1,0.2
"Mads Sogaard","MADS.SOGAARD","8481544","21-22","OTT","G","L",2000-12-13,20,2019,2,37,2,95,14,51,18,0.6,0.1,0,0,0.7,0.1,0.2
"Magnus Hellberg","MAGNUS.HELLBERG","8476433","13-14","NSH","G","L",1991-04-04,22,2011,2,38,1,12.2,0.5,5,1,0,0,0,0,0,0,0
"Magnus Hellberg","MAGNUS.HELLBERG","8476433","15-16","NYR","G","L",1991-04-04,24,2011,2,38,1,20,0,8,0,0,0,0,0,0,0,0
"Magnus Hellberg","MAGNUS.HELLBERG","8476433","16-17","NYR","G","L",1991-04-04,25,2011,2,38,2,78.5,0,41,0,0.3,0,0,0,0.3,0.1,0.1
"Magnus Hellberg","MAGNUS.HELLBERG","8476433","21-22","DET","G","L",1991-04-04,30,2011,2,38,1,51.8,2,27,0,0,0,0,0,0,0,0
"Malcolm Subban","MALCOLM.SUBBAN","8476876","14-15","BOS","G","L",1993-12-21,20,2012,1,24,1,31.2,1.2,14,0,0,0,0,0,0,0,0
"Malcolm Subban","MALCOLM.SUBBAN","8476876","16-17","BOS","G","L",1993-12-21,22,2012,1,24,1,30.6,2.1,19,4,0.1,0,0,0,0.1,0,0
"Malcolm Subban","MALCOLM.SUBBAN","8476876","17-18","VGK","G","L",1993-12-21,23,2012,1,24,22,1230.2,102.7,706,129,3.9,1.8,-0.1,-0.2,5.4,1,2
"Malcolm Subban","MALCOLM.SUBBAN","8476876","18-19","VGK","G","L",1993-12-21,24,2012,1,24,21,1226.8,92.1,678,100,-0.8,-4.4,-0.6,0,-5.8,-1.1,-2
"Malcolm Subban","MALCOLM.SUBBAN","8476876","19-20","CHI/VGK","G","L",1993-12-21,25,2012,1,24,21,1134.2,78,612,109,-1.8,-2,0.1,-0.1,-4,-0.7,-1.4
"Malcolm Subban","MALCOLM.SUBBAN","8476876","20-21","CHI","G","L",1993-12-21,26,2012,1,24,16,715.3,86.5,518,94,-2.8,1.9,0,-0.1,-0.9,-0.2,-0.3
"Malcolm Subban","MALCOLM.SUBBAN","8476876","21-22","BUF","G","L",1993-12-21,27,2012,1,24,4,182,8.8,145,18,-5.6,-0.3,0,0.1,-5.8,-1,-1.9
"Manny Fernandez","MANNY.FERNANDEZ","8458988","07-08","BOS","G","L",1974-08-27,33,1992,3,52,4,244.1,31.6,96,44,-3.9,-1.2,0,-0.1,-5.1,-0.9,-1.8
"Manny Fernandez","MANNY.FERNANDEZ","8458988","08-09","BOS","G","L",1974-08-27,34,1992,3,52,28,1644.1,162.4,821,189,9.2,-1.3,0,0.3,8.1,1.5,2.8
"Manny Legace","MANNY.LEGACE","8459308","07-08","STL","G","L",1973-02-04,34,1993,8,188,66,3665.7,427.3,1703,433,15,5.1,0.1,-0.1,20.2,3.7,7
"Manny Legace","MANNY.LEGACE","8459308","08-09","STL","G","L",1973-02-04,35,1993,8,188,29,1452.3,169,660,155,-15.9,-1.2,0.2,0.2,-16.8,-3,-5.8
"Manny Legace","MANNY.LEGACE","8459308","09-10","CAR","G","L",1973-02-04,36,1993,8,188,28,1472,127.5,875,177,8.2,1.1,0.1,0.3,9.7,1.8,3.4
"Marc Denis","MARC.DENIS","8462055","07-08","T.B","G","L",1977-08-01,30,1995,1,25,10,414.9,48.2,207,54,-1.8,-0.1,-0.1,-0.1,-2.2,-0.4,-0.8
"Marc Denis","MARC.DENIS","8462055","08-09","MTL","G","L",1977-08-01,31,1995,1,25,1,20,1.9,5,3,0,0,0,0,0,0,0
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","07-08","PIT","G","L",1984-11-28,22,2003,1,1,35,1857.4,226.5,911,272,15.3,0,0.2,0.8,16.3,3,5.7
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","08-09","PIT","G","L",1984-11-28,23,2003,1,1,62,3641.5,429.5,1929,500,6.8,8.5,-0.3,-0.1,14.9,2.7,5.2
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","09-10","PIT","G","L",1984-11-28,24,2003,1,1,66,3733.3,400.2,1938,463,-2.6,5.3,-0.6,0.5,2.6,0.5,0.9
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","10-11","PIT","G","L",1984-11-28,25,2003,1,1,65,3695.2,393.9,1836,413,14,3.4,-0.2,1.3,18.5,3.3,6.3
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","11-12","PIT","G","L",1984-11-28,26,2003,1,1,67,3896.2,363.8,1956,342,4.5,7.5,-0.1,1.1,13,2.3,4.2
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","12-13","PIT","G","L",1984-11-28,27,2003,1,1,33,1857.8,171.9,1000,198,9.8,-0.5,-0.1,0,9.2,1.7,3.2
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","13-14","PIT","G","L",1984-11-28,28,2003,1,1,64,3792.4,312.8,2030,390,2.4,8.3,0.1,-0.5,10.3,1.9,3.6
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","14-15","PIT","G","L",1984-11-28,29,2003,1,1,64,3777,355.3,1899,477,13.5,11.7,-0.1,0.3,25.4,4.8,9.2
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","15-16","PIT","G","L",1984-11-28,30,2003,1,1,58,3462.6,276,1857,326,14.9,-1.3,0,-0.4,13.2,2.5,4.9
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","16-17","PIT","G","L",1984-11-28,31,2003,1,1,38,2125.2,196.1,1241,250,4.6,-0.2,-0.4,0,4,0.7,1.5
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","17-18","VGK","G","L",1984-11-28,32,2003,1,1,46,2673.4,197,1609,236,21.7,3.2,-0.4,0.1,24.6,4.8,9.2
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","18-19","VGK","G","L",1984-11-28,33,2003,1,1,61,3635.1,288.6,1911,339,11.9,4.8,-0.2,0.1,16.6,3.1,5.8
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","19-20","VGK","G","L",1984-11-28,34,2003,1,1,49,2880.1,247,1530,298,8.2,-2.3,-0.6,0.8,6.1,1.1,2.1
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","20-21","VGK","G","L",1984-11-28,35,2003,1,1,36,1786.8,155.2,1130,163,22.2,5.6,-0.1,0.1,27.8,5,9.3
"Marc-Andre Fleury","MARC-ANDRE.FLEURY","8470594","21-22","CHI/MIN","G","L",1984-11-28,36,2003,1,1,56,2716.1,254.7,1907,324,11.7,-1.1,0.2,-0.4,10.3,1.8,3.5
"Marcus Hogberg","MARCUS.HOGBERG","8477405","18-19","OTT","G","L",1994-11-25,23,2013,3,78,4,205.5,12.2,152,15,1,-0.1,0,0,0.9,0.2,0.3
"Marcus Hogberg","MARCUS.HOGBERG","8477405","19-20","OTT","G","L",1994-11-25,24,2013,3,78,24,1344.6,89.3,871,122,7.7,-3,0.1,-0.1,4.7,0.8,1.6
"Marcus Hogberg","MARCUS.HOGBERG","8477405","20-21","OTT","G","L",1994-11-25,25,2013,3,78,14,531,44.7,361,61,-4.5,-2.4,0,-0.1,-7,-1.3,-2.3
"Marek Langhamer","MAREK.LANGHAMER","8476986","16-17","ARI","G","L",1994-07-22,22,2012,7,184,1,15.5,2,3,3,0,0,0,0,0,0,0
"Marek Langhamer","MAREK.LANGHAMER","8476986","17-18","ARI","G","L",1994-07-22,23,2012,7,184,1,28.9,4,13,7,0.1,0,0,0,0.1,0,0
"Marek Mazanec","MAREK.MAZANEC","8476992","13-14","NSH","G","R",1991-07-18,22,2012,6,179,25,1369.4,110.9,782,133,-5.9,0.4,0.1,-0.3,-5.8,-1.1,-2
"Marek Mazanec","MAREK.MAZANEC","8476992","14-15","NSH","G","R",1991-07-18,23,2012,6,179,2,105.7,9.2,48,10,0.5,0,0,0,0.5,0.1,0.2
"Marek Mazanec","MAREK.MAZANEC","8476992","16-17","NSH","G","R",1991-07-18,25,2012,6,179,4,177.6,13.1,104,20,-2.8,-0.3,0,0,-3.2,-0.6,-1.2
"Marek Schwarz","MAREK.SCHWARZ","8471230","07-08","STL","G","R",1986-04-01,21,2004,1,17,2,49.6,5.7,16,4,0,0,0,0,0,0,0
"Marek Schwarz","MAREK.SCHWARZ","8471230","08-09","STL","G","R",1986-04-01,22,2004,1,17,2,15.4,2,3,4,0,0,0,0,0,0,0
"Mark Dekanich","MARK.DEKANICH","8473532","10-11","NSH","G","L",1986-05-10,24,2006,5,146,1,50,4.7,24,5,0.1,0,0,0,0.1,0,0
"Mark Visentin","MARK.VISENTIN","8475771","13-14","ARI","G","L",1992-08-07,21,2010,1,27,1,58.8,3.1,31,6,0.1,0,0,0,0.1,0,0
"Martin Biron","MARTIN.BIRON","8462047","07-08","PHI","G","L",1977-08-15,30,1995,1,16,62,3536.8,427.9,1925,474,14.8,3.3,-0.1,-0.1,17.9,3.2,6.2
"Martin Biron","MARTIN.BIRON","8462047","08-09","PHI","G","L",1977-08-15,31,1995,1,16,55,3176.5,387.6,1838,462,8.3,12.6,0.3,0.5,21.8,3.9,7.6
"Martin Biron","MARTIN.BIRON","8462047","09-10","NYI","G","L",1977-08-15,32,1995,1,16,29,1615.1,168.5,887,239,0.9,-5.4,0.1,-0.3,-4.7,-0.9,-1.6
"Martin Biron","MARTIN.BIRON","8462047","10-11","NYR","G","L",1977-08-15,33,1995,1,16,17,927.5,79.9,484,80,6.6,2.7,0.1,0,9.3,1.7,3.2
"Martin Biron","MARTIN.BIRON","8462047","11-12","NYR","G","L",1977-08-15,34,1995,1,16,21,1220,90,562,113,2.8,1.2,0.1,-0.1,4,0.7,1.3
"Martin Biron","MARTIN.BIRON","8462047","12-13","NYR","G","L",1977-08-15,35,1995,1,16,6,335.7,20.9,189,34,4.1,0.6,0,-0.1,4.6,0.8,1.6
"Martin Biron","MARTIN.BIRON","8462047","13-14","NYR","G","L",1977-08-15,36,1995,1,16,2,70.6,5.9,47,5,-0.3,0,0,0,-0.3,-0.1,-0.1
"Martin Brodeur","MARTIN.BRODEUR","8455710","07-08","N.J","G","L",1972-05-06,35,1990,1,20,77,4635,485.2,2088,552,22.9,8.6,0.2,0.6,32.3,5.8,11.2
"Martin Brodeur","MARTIN.BRODEUR","8455710","08-09","N.J","G","L",1972-05-06,36,1990,1,20,31,1813.6,195.5,859,229,9.6,-4.1,-0.2,0.4,5.7,1,2
"Martin Brodeur","MARTIN.BRODEUR","8455710","09-10","N.J","G","L",1972-05-06,37,1990,1,20,77,4499,358.9,2200,351,15.6,-2.9,-0.4,-0.1,12.3,2.2,4.3
"Martin Brodeur","MARTIN.BRODEUR","8455710","10-11","N.J","G","L",1972-05-06,38,1990,1,20,56,3116.1,257,1447,261,-11.1,-1.8,0.1,0.3,-12.5,-2.2,-4.3
"Martin Brodeur","MARTIN.BRODEUR","8455710","11-12","N.J","G","L",1972-05-06,39,1990,1,20,59,3392.5,282.3,1588,269,-8.5,5.6,-0.2,-0.6,-3.7,-0.6,-1.2
"Martin Brodeur","MARTIN.BRODEUR","8455710","12-13","N.J","G","L",1972-05-06,40,1990,1,20,29,1757.3,162.7,698,132,2.7,-4,0.1,0.1,-1.2,-0.2,-0.4
"Martin Brodeur","MARTIN.BRODEUR","8455710","13-14","N.J","G","L",1972-05-06,41,1990,1,20,39,2296.8,204.9,1020,209,-13.8,2.4,0,0.3,-11.2,-2.1,-4
"Martin Brodeur","MARTIN.BRODEUR","8455710","14-15","STL","G","L",1972-05-06,42,1990,1,20,7,355.7,29.5,187,29,0.1,-0.5,0,-0.1,-0.5,-0.1,-0.2
"Martin Gerber","MARTIN.GERBER","8469675","07-08","OTT","G","L",1974-09-03,33,2001,8,232,57,3197.1,414.6,1644,429,13.6,3,-0.3,0.3,16.5,3,5.7
"Martin Gerber","MARTIN.GERBER","8469675","08-09","OTT/TOR","G","L",1974-09-03,34,2001,8,232,26,1544.7,165.9,880,201,2.3,1.5,-0.5,-0.3,3,0.5,1.1
"Martin Gerber","MARTIN.GERBER","8469675","10-11","EDM","G","L",1974-09-03,36,2001,8,232,3,185,15.4,100,19,4.2,0.2,0,-0.1,4.3,0.8,1.5
"Martin Jones","MARTIN.JONES","8474889","13-14","L.A","G","L",1990-01-10,23,2008,NA,NA,19,1094.7,103.9,535,140,13.7,1,0.1,0.1,14.9,2.8,5.3
"Martin Jones","MARTIN.JONES","8474889","14-15","L.A","G","L",1990-01-10,24,2008,NA,NA,15,775.4,57.4,374,61,1.8,-0.6,0,0,1.3,0.3,0.5
"Martin Jones","MARTIN.JONES","8474889","15-16","S.J","G","L",1990-01-10,25,2008,NA,NA,65,3785.9,282.6,1945,363,9.4,3.3,0.2,-0.5,12.4,2.4,4.6
"Martin Jones","MARTIN.JONES","8474889","16-17","S.J","G","L",1990-01-10,26,2008,NA,NA,65,3800.3,294.7,1993,389,9.5,3.8,0.2,-0.1,13.4,2.5,4.9
"Martin Jones","MARTIN.JONES","8474889","17-18","S.J","G","L",1990-01-10,27,2008,NA,NA,60,3415.7,240.1,1967,311,6,8.3,0,-0.3,14,2.7,5.2
"Martin Jones","MARTIN.JONES","8474889","18-19","S.J","G","L",1990-01-10,28,2008,NA,NA,62,3597.2,268.2,1905,321,-18,6.3,0.1,-0.2,-11.9,-2.2,-4.2
"Martin Jones","MARTIN.JONES","8474889","19-20","S.J","G","L",1990-01-10,29,2008,NA,NA,41,2360.4,240.1,1227,273,-7.1,9.7,0.1,-0.1,2.7,0.5,0.9
"Martin Jones","MARTIN.JONES","8474889","20-21","S.J","G","L",1990-01-10,30,2008,NA,NA,34,1534.6,159.8,1115,193,6.4,-4,0.1,0.3,2.9,0.5,1
"Martin Jones","MARTIN.JONES","8474889","21-22","PHI","G","L",1990-01-10,31,2008,NA,NA,35,1665.9,147.7,1311,185,2.1,-0.5,0.1,-0.2,1.4,0.2,0.5
"Marty Turco","MARTY.TURCO","8460612","07-08","DAL","G","L",1975-08-13,32,1994,5,124,62,3628.5,434,1632,444,3.5,6.6,-0.8,0.3,9.6,1.7,3.3
"Marty Turco","MARTY.TURCO","8460612","08-09","DAL","G","L",1975-08-13,33,1994,5,124,74,4327.2,453.8,2129,537,-1,-1.8,-0.7,0,-3.5,-0.6,-1.2
"Marty Turco","MARTY.TURCO","8460612","09-10","DAL","G","L",1975-08-13,34,1994,5,124,52,3027.8,272,1743,397,18.1,-3,-0.5,0.2,14.9,2.7,5.2
"Marty Turco","MARTY.TURCO","8460612","10-11","CHI","G","L",1975-08-13,35,1994,5,124,29,1631,157.4,826,198,-6.6,-3.9,-0.2,-0.5,-11.3,-2,-3.9
"Marty Turco","MARTY.TURCO","8460612","11-12","BOS","G","L",1975-08-13,36,1994,5,124,5,260.6,19.4,134,29,-2.3,-0.3,-0.2,-0.1,-2.8,-0.5,-0.9
"Mathieu Garon","MATHIEU.GARON","8464999","07-08","EDM","G","R",1978-01-09,29,1996,2,44,47,2658,322.9,1434,341,9.1,9.8,-0.1,1.2,20,3.6,7
"Mathieu Garon","MATHIEU.GARON","8464999","08-09","EDM/PIT","G","R",1978-01-09,30,1996,2,44,19,1020.6,105.7,533,158,6.2,-4.4,0.1,0.3,2.2,0.4,0.8
"Mathieu Garon","MATHIEU.GARON","8464999","09-10","CBJ","G","R",1978-01-09,31,1996,2,44,35,1770.8,194.7,906,229,-3.6,2.4,0,0.4,-0.9,-0.2,-0.3
"Mathieu Garon","MATHIEU.GARON","8464999","10-11","CBJ","G","R",1978-01-09,32,1996,2,44,36,1938,181.2,970,223,1.9,-3.2,0.2,0.1,-1,-0.2,-0.3
"Mathieu Garon","MATHIEU.GARON","8464999","11-12","T.B","G","R",1978-01-09,33,1996,2,44,48,2483.8,230.3,1347,266,-6.8,-2.4,0.2,0.4,-8.7,-1.5,-2.8
"Mathieu Garon","MATHIEU.GARON","8464999","12-13","T.B","G","R",1978-01-09,34,1996,2,44,18,910.1,77.7,507,86,-1.9,-1.6,0,-0.3,-3.7,-0.7,-1.3
"Matiss Kivlenieks","MATISS.KIVLENIEKS","8480162","19-20","CBJ","G","L",1996-08-26,23,2014,NA,NA,6,284.8,6.8,173,10,-0.2,0,0,0,-0.2,0,-0.1
"Matiss Kivlenieks","MATISS.KIVLENIEKS","8480162","20-21","CBJ","G","L",1996-08-26,24,2014,NA,NA,2,115.6,5.5,80,6,1.4,-0.2,0,0,1.2,0.2,0.4
"Matt Climie","MATT.CLIMIE","8474488","08-09","DAL","G","L",1983-02-11,25,2001,NA,NA,3,184.3,24.2,96,30,0.9,-0.1,0,-0.1,0.8,0.1,0.3
"Matt Climie","MATT.CLIMIE","8474488","09-10","DAL","G","L",1983-02-11,26,2001,NA,NA,1,60,3.5,46,3,0,0,0,0.1,0.2,0,0.1
"Matt Climie","MATT.CLIMIE","8474488","10-11","ARI","G","L",1983-02-11,27,2001,NA,NA,1,32.4,4,21,4,0.1,0,0,0,0.1,0,0.1
"Matt Hackett","MATT.HACKETT","8475252","11-12","MIN","G","L",1990-03-07,21,2009,3,77,12,555.6,38.8,370,44,2.3,1.1,0,0,3.5,0.6,1.1
"Matt Hackett","MATT.HACKETT","8475252","12-13","MIN","G","L",1990-03-07,22,2009,3,77,1,59.2,6.3,27,11,0.2,0,0,0,0.2,0,0.1
"Matt Hackett","MATT.HACKETT","8475252","13-14","BUF","G","L",1990-03-07,23,2009,3,77,8,426.1,58.4,244,78,-0.8,1.5,0,0.3,0.9,0.2,0.3
"Matt Hackett","MATT.HACKETT","8475252","14-15","BUF","G","L",1990-03-07,24,2009,3,77,5,250.2,17.4,187,32,-3.1,-0.8,0,0.1,-3.8,-0.7,-1.4
"Matt Keetley","MATT.KEETLEY","8471819","07-08","CGY","G","R",1986-04-27,21,2005,5,158,1,9.4,0,2,0,0,0,0,0,0,0,0
"Matt Murray","MATT.MURRAY","8476899","15-16","PIT","G","L",1994-05-25,21,2012,3,83,13,748.6,69.3,357,84,1.3,2.7,0,0.1,4.1,0.8,1.5
"Matt Murray","MATT.MURRAY","8476899","16-17","PIT","G","L",1994-05-25,22,2012,3,83,49,2765.8,215.3,1569,267,21.8,1.8,0.2,0.2,24,4.5,8.7
"Matt Murray","MATT.MURRAY","8476899","17-18","PIT","G","L",1994-05-25,23,2012,3,83,49,2733,235.1,1529,284,-4.8,-0.9,0,-0.2,-5.9,-1.1,-2.2
"Matt Murray","MATT.MURRAY","8476899","18-19","PIT","G","L",1994-05-25,24,2012,3,83,50,2880.2,216.7,1797,250,24.5,-1.2,-0.2,-0.3,22.8,4.3,8
